,Unnamed: 0,指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記,Unnamed: 6,日期,年
126782,134932,橡膠類報酬指數,290.01,-,2.37,-0.81,,,20200401,2020
126783,134933,汽車類報酬指數,357.80,-,7.25,-1.99,,,20200401,2020
126784,134934,電子工業類報酬指數,734.54,-,1.97,-0.27,,,20200401,2020
126785,134935,半導體類報酬指數,297.25,-,1.56,-0.52,,,20200401,2020
126786,134936,電腦及週邊設備類報酬指數,171.19,-,0.60,-0.35,,,20200401,2020
126787,134937,光電類報酬指數,41.68,+,0.43,1.04,,,20200401,2020
126788,134938,通信網路類報酬指數,216.62,-,1.21,-0.56,,,20200401,2020
126789,134939,電子零組件類報酬指數,154.10,+,0.30,0.20,,,20200401,2020
126790,134940,電子通路類報酬指數,210.63,-,1.08,-0.51,,,20200401,2020
126791,134941,資訊服務類報酬指數,210.96,+,2.21,1.06,,,20200401,2020
126792,134942,其他電子類報酬指數,97.62,+,0.36,0.37,,,20200401,2020
126793,134943,建材營造類報酬指數,441.33,-,1.64,-0.37,,,20200401,2020
126794,134944,航運類報酬指數,66.76,+,0.22,0.33,,,20200401,2020
126795,134945,觀光類報酬指數,90.07,-,0.32,-0.35,,,20200401,2020
126796,134946,金融保險類報酬指數,"1,699.27",-,11.79,-0.69,,,20200401,2020
126797,134947,貿易百貨類報酬指數,338.38,+,1.54,0.46,,,20200401,2020
126798,134948,油電燃氣類報酬指數,147.79,-,5.90,-3.84,,,20200401,2020
126799,134949,其他類報酬指數,317.84,+,1.57,0.50,,,20200401,2020
126800,134952,臺灣生技報酬指數,"3,519.00",+,37.29,1.07,,,20200401,2020
126801,134953,臺灣中小型公司治理報酬指數,"5,528.33",+,33.60,0.61,,,20200401,2020
126802,134954,臺灣IPO報酬指數,"4,841.98",-,6.23,-0.13,,,20200401,2020
126803,134955,智慧中立報酬指數,"5,008.45",+,1.74,0.03,,,20200401,2020
126804,134956,加權指數掩護性臺指買權價外5%報酬指數,"4,180.05",+,5.95,0.14,,,20200401,2020
126805,134957,臺灣5G報酬指數,"4,296.74",+,0.56,0.01,,,20200401,2020
126806,134960,漲升股利150報酬指數,"6,210.83",-,14.87,-0.24,,,20200401,2020
126807,134961,漲升股利100報酬指數,"6,240.51",-,35.68,-0.57,,,20200401,2020
126808,134962,藍籌30報酬指數,"5,799.51",-,53.71,-0.92,,,20200401,2020
126809,134963,工業菁英30報酬指數,"6,041.40",-,28.11,-0.46,,,20200401,2020
126810,134964,電子菁英30報酬指數,"6,273.89",-,33.29,-0.53,,,20200401,2020
126811,134965,低波動股利精選30報酬指數,"5,902.21",-,42.56,-0.72,,,20200401,2020
126812,134966,低貝塔100報酬指數,"5,904.37",-,35.59,-0.60,,,20200401,2020
126813,134967,中小型精選50報酬指數,"5,639.39",+,20.60,0.37,,,20200401,2020
126814,134968,中小型A級動能50報酬指數,"6,660.52",+,7.09,0.11,,,20200401,2020
126815,134969,特選高息低波報酬指數,"5,417.05",-,6.90,-0.13,,,20200401,2020
126816,134970,臺灣永續報酬指數,"5,506.62",-,31.45,-0.57,,,20200401,2020
126817,134971,特選內需高收益報酬指數,"5,656.36",-,52.28,-0.92,,,20200401,2020
126818,134972,價值投資報酬指數,"5,622.01",-,33.16,-0.59,,,20200401,2020
126819,134973,存股雙十等權重報酬指數,"4,654.61",-,28.06,-0.60,,,20200401,2020
126820,134974,特選大蘋果報酬指數,"5,194.32",-,21.68,-0.42,,,20200401,2020
126821,134975,中小型300報酬指數,"5,155.52",+,34.76,0.68,,,20200401,2020
126822,134976,特股高息20報酬指數,"5,146.86",-,13.49,-0.26,,,20200401,2020
126823,134977,臺灣500報酬指數,"5,199.48",-,25.39,-0.49,,,20200401,2020
126824,134978,特選外資豐擁50報酬指數,"5,236.38",-,39.92,-0.76,,,20200401,2020
126825,134979,臺灣勞工權益報酬指數,"4,903.96",-,29.86,-0.61,,,20200401,2020
126826,134980,微波高息精選20報酬指數,"4,374.42",-,27.42,-0.62,,,20200401,2020
126827,134981,特選世代行動通訊報酬指數,"4,127.83",+,60.55,1.49,,,20200401,2020
126828,134982,智慧投資多因子30報酬指數,"4,336.41",-,14.97,-0.34,,,20200401,2020
126829,134983,特選大蘋果報酬正向兩倍指數,"6,123.48",-,51.33,-0.83,,,20200401,2020
126830,134984,特選大蘋果報酬反向一倍指數,"12,104.84",+,50.10,0.42,,,20200401,2020
126831,134985,特選價值成長報酬指數,"3,978.82",+,66.58,1.70,,,20200401,2020
126832,134986,寶島股價指數,"11,190.53",+,178.73,1.62,,,20200406,2020
126833,134987,發行量加權股價指數,"9,818.74",+,155.11,1.61,,,20200406,2020
126834,134988,臺灣公司治理100指數,"5,659.96",+,98.27,1.77,,,20200406,2020
126835,134989,臺灣50指數,"7,667.42",+,119.24,1.58,,,20200406,2020
126836,134990,臺灣50權重上限30%指數,"7,538.78",+,118.75,1.60,,,20200406,2020
126837,134991,臺灣中型100指數,"7,186.72",+,144.28,2.05,,,20200406,2020
126838,134992,臺灣資訊科技指數,"11,225.62",+,210.93,1.91,,,20200406,2020
126839,134993,臺灣發達指數,"7,009.58",+,129.89,1.89,,,20200406,2020
126840,134994,臺灣高股息指數,"5,806.40",+,94.80,1.66,,,20200406,2020
126841,134995,臺灣就業99指數,"5,567.98",+,80.77,1.47,,,20200406,2020
126842,134996,臺灣高薪100指數,"5,341.44",+,80.88,1.54,,,20200406,2020
126843,134997,未含金融指數,"8,316.18",+,145.48,1.78,,,20200406,2020
126844,134998,未含電子指數,"12,249.34",+,162.66,1.35,,,20200406,2020
126845,134999,未含金融電子指數,"10,034.78",+,172.76,1.75,,,20200406,2020
126846,135000,小型股300指數,"5,456.05",+,57.70,1.07,,,20200406,2020
126847,135001,水泥窯製類指數,519.92,+,2.04,0.39,,,20200406,2020
126848,135002,塑膠化工類指數,659.67,+,15.88,2.47,,,20200406,2020
126849,135003,機電類指數,"2,441.21",+,43.96,1.83,,,20200406,2020
126850,135004,水泥類指數,148.17,+,0.66,0.45,,,20200406,2020
126851,135005,食品類指數,"1,664.32",+,61.66,3.85,,,20200406,2020
126852,135006,塑膠類指數,201.14,+,6.24,3.20,,,20200406,2020
126853,135007,紡織纖維類指數,396.83,+,4.34,1.11,,,20200406,2020
126854,135008,電機機械類指數,155.39,+,5.26,3.50,,,20200406,2020
126855,135009,電器電纜類指數,38.93,+,0.36,0.93,,,20200406,2020
126856,135010,化學生技醫療類指數,81.68,+,1.37,1.71,,,20200406,2020
126857,135011,化學類指數,84.77,+,0.97,1.16,,,20200406,2020
126858,135012,生技醫療類指數,54.14,+,1.20,2.27,,,20200406,2020
126859,135013,玻璃陶瓷類指數,20.73,-,0.08,-0.38,,,20200406,2020
126860,135014,造紙類指數,177.07,+,1.18,0.67,,,20200406,2020
126861,135015,鋼鐵類指數,82.94,+,1.05,1.28,,,20200406,2020
126862,135016,橡膠類指數,197.60,-,1.27,-0.64,,,20200406,2020
126863,135017,汽車類指數,253.94,+,7.43,3.01,,,20200406,2020
126864,135018,電子工業類指數,436.45,+,7.69,1.79,,,20200406,2020
126865,135019,半導體類指數,184.57,+,3.22,1.78,,,20200406,2020
126866,135020,電腦及週邊設備類指數,94.40,+,2.60,2.83,,,20200406,2020
126867,135021,光電類指數,31.83,+,0.79,2.55,,,20200406,2020
126868,135022,通信網路類指數,116.67,+,2.03,1.77,,,20200406,2020
126869,135023,電子零組件類指數,92.72,+,1.54,1.69,,,20200406,2020
126870,135024,電子通路類指數,107.33,+,1.27,1.20,,,20200406,2020
126871,135025,資訊服務類指數,108.47,+,1.86,1.74,,,20200406,2020
126872,135026,其他電子類指數,69.21,+,0.33,0.48,,,20200406,2020
126873,135027,建材營造類指數,255.36,+,0.25,0.10,,,20200406,2020
126874,135028,航運類指數,49.49,+,0.07,0.14,,,20200406,2020
126875,135029,觀光類指數,70.25,+,0.22,0.31,,,20200406,2020
126876,135030,金融保險類指數,"1,118.95",+,5.66,0.51,,,20200406,2020
126877,135031,貿易百貨類指數,236.37,-,0.37,-0.16,,,20200406,2020
126878,135032,油電燃氣類指數,104.40,+,2.88,2.84,,,20200406,2020
126879,135033,其他類指數,206.73,+,0.34,0.16,,,20200406,2020
126880,135034,臺指日報酬兩倍指數,"13,127.82",+,408.32,3.21,,,20200406,2020
126881,135035,臺指反向一倍指數,"7,587.80",-,123.78,-1.61,,,20200406,2020
126882,135036,電子類兩倍槓桿指數,"11,799.62",+,408.61,3.59,,,20200406,2020
126883,135037,電子類反向指數,"7,415.53",-,135.43,-1.79,,,20200406,2020
126884,135038,價格指數(跨市場),,,,,,,20200406,2020
126885,135040,臺灣生技指數,"3,428.93",+,81.67,2.44,,,20200406,2020
126886,135041,臺灣中小型公司治理指數,"4,926.61",+,115.88,2.41,,,20200406,2020
126887,135042,臺灣IPO指數,"4,624.51",+,74.20,1.63,,,20200406,2020
126888,135043,智慧中立指數,"4,962.09",-,37.24,-0.74,,,20200406,2020
126889,135044,價格指數(臺灣指數公司),,,,,,,20200406,2020
126890,135046,金融類日報酬兩倍指數,"14,862.19",+,149.60,1.02,,,20200406,2020
126891,135047,金融類日報酬反向一倍指數,"7,329.49",-,37.45,-0.51,,,20200406,2020
126892,135048,漲升股利150指數,"5,346.56",+,107.28,2.05,,,20200406,2020
126893,135049,漲升股利100指數,"5,371.66",+,122.07,2.33,,,20200406,2020
126894,135050,藍籌30指數,"5,191.07",+,100.62,1.98,,,20200406,2020
126895,135051,工業菁英30指數,"5,425.42",+,129.21,2.44,,,20200406,2020
126896,135052,電子菁英30指數,"5,673.59",+,122.36,2.20,,,20200406,2020
126897,135053,低波動股利精選30指數,"5,238.73",+,74.89,1.45,,,20200406,2020
126898,135054,低貝塔100指數,"5,228.56",+,51.62,1.00,,,20200406,2020
126899,135055,藍籌30反向一倍指數,"8,909.62",-,179.66,-1.98,,,20200406,2020
126900,135056,中小型精選50指數,"4,943.36",+,78.64,1.62,,,20200406,2020
126901,135057,中小型A級動能50指數,"6,280.99",+,158.82,2.59,,,20200406,2020
126902,135058,特選高息低波指數,"4,715.23",+,53.48,1.15,,,20200406,2020
126903,135059,臺灣永續指數,"4,909.54",+,69.35,1.43,,,20200406,2020
126904,135060,工業菁英30反向一倍指數,"9,804.68",-,245.18,-2.44,,,20200406,2020
126905,135061,特選內需高收益指數,"5,150.01",+,69.04,1.36,,,20200406,2020
126906,135062,價值投資指數,"5,051.83",+,94.95,1.92,,,20200406,2020
126907,135063,中小型300指數,"5,015.26",+,72.62,1.47,,,20200406,2020
126908,135064,臺灣勞工權益指數,"4,752.37",+,75.92,1.62,,,20200406,2020
126909,135065,智慧投資多因子30指數,"4,399.66",+,71.01,1.64,,,20200406,2020
126910,135066,臺股期貨指數,"4,281.81",+,119.40,2.87,,,20200406,2020
126911,135069,寶島股價報酬指數,"14,094.71",+,225.12,1.62,,,20200406,2020
126912,135070,發行量加權股價報酬指數,"18,356.45",+,289.98,1.61,,,20200406,2020
126913,135071,臺灣公司治理100報酬指數,"6,988.42",+,121.34,1.77,,,20200406,2020
126914,135072,臺灣50報酬指數,"14,538.64",+,226.10,1.58,,,20200406,2020
126915,135073,臺灣50權重上限30%報酬指數,"14,279.03",+,224.92,1.60,,,20200406,2020
126916,135074,臺灣中型100報酬指數,"12,527.17",+,251.49,2.05,,,20200406,2020
126917,135075,臺灣資訊科技股報酬指數,"20,257.75",+,380.63,1.91,,,20200406,2020
126918,135076,臺灣發達報酬指數,"11,909.80",+,220.70,1.89,,,20200406,2020
126919,135077,臺灣高股息報酬指數,"13,075.32",+,213.49,1.66,,,20200406,2020
126920,135078,臺灣就業99報酬指數,"7,703.79",+,111.76,1.47,,,20200406,2020
126921,135079,臺灣高薪100報酬指數,"6,708.48",+,101.57,1.54,,,20200406,2020
126922,135080,未含金融電子報酬指數,"18,911.50",+,325.59,1.75,,,20200406,2020
126923,135081,小型股300報酬指數,"6,433.44",+,68.03,1.07,,,20200406,2020
126924,135082,水泥類報酬指數,248.11,+,1.12,0.45,,,20200406,2020
126925,135083,食品類報酬指數,"2,319.67",+,85.94,3.85,,,20200406,2020
126926,135084,塑膠類報酬指數,317.07,+,9.84,3.20,,,20200406,2020
126927,135085,紡織纖維類報酬指數,581.05,+,6.34,1.10,,,20200406,2020
126928,135086,電機機械類報酬指數,219.04,+,7.41,3.50,,,20200406,2020
126929,135087,電器電纜類報酬指數,53.00,+,0.49,0.93,,,20200406,2020
126930,135088,化學生技醫療類報酬指數,117.45,+,1.98,1.71,,,20200406,2020
126931,135089,化學類報酬指數,128.52,+,1.48,1.16,,,20200406,2020
126932,135090,生技醫療類報酬指數,71.41,+,1.58,2.26,,,20200406,2020
126933,135091,玻璃陶瓷類報酬指數,23.72,-,0.09,-0.38,,,20200406,2020
126934,135092,造紙類報酬指數,246.69,+,1.64,0.67,,,20200406,2020
126935,135093,鋼鐵類報酬指數,123.56,+,1.56,1.28,,,20200406,2020
126936,135094,橡膠類報酬指數,288.16,-,1.85,-0.64,,,20200406,2020
126937,135095,汽車類報酬指數,368.59,+,10.79,3.02,,,20200406,2020
126938,135096,電子工業類報酬指數,747.73,+,13.19,1.80,,,20200406,2020
126939,135097,半導體類報酬指數,302.52,+,5.27,1.77,,,20200406,2020
126940,135098,電腦及週邊設備類報酬指數,176.04,+,4.85,2.83,,,20200406,2020
126941,135099,光電類報酬指數,42.74,+,1.06,2.54,,,20200406,2020
126942,135100,通信網路類報酬指數,220.44,+,3.82,1.76,,,20200406,2020
126943,135101,電子零組件類報酬指數,156.72,+,2.62,1.70,,,20200406,2020
126944,135102,電子通路類報酬指數,213.15,+,2.52,1.20,,,20200406,2020
126945,135103,資訊服務類報酬指數,214.64,+,3.68,1.74,,,20200406,2020
126946,135104,其他電子類報酬指數,98.09,+,0.47,0.48,,,20200406,2020
126947,135105,建材營造類報酬指數,441.77,+,0.44,0.10,,,20200406,2020
126948,135106,航運類報酬指數,66.86,+,0.10,0.15,,,20200406,2020
126949,135107,觀光類報酬指數,90.36,+,0.29,0.32,,,20200406,2020
126950,135108,金融保險類報酬指數,"1,707.91",+,8.64,0.51,,,20200406,2020
126951,135109,貿易百貨類報酬指數,337.85,-,0.53,-0.16,,,20200406,2020
126952,135110,油電燃氣類報酬指數,151.99,+,4.20,2.84,,,20200406,2020
126953,135111,其他類報酬指數,318.37,+,0.53,0.17,,,20200406,2020
126954,135114,臺灣生技報酬指數,"3,604.85",+,85.85,2.44,,,20200406,2020
126955,135115,臺灣中小型公司治理報酬指數,"5,661.49",+,133.16,2.41,,,20200406,2020
126956,135116,臺灣IPO報酬指數,"4,920.93",+,78.95,1.63,,,20200406,2020
126957,135117,智慧中立報酬指數,"4,971.27",-,37.18,-0.74,,,20200406,2020
126958,135118,加權指數掩護性臺指買權價外5%報酬指數,"4,220.42",+,40.37,0.97,,,20200406,2020
126959,135119,臺灣5G報酬指數,"4,382.74",+,86.00,2.00,,,20200406,2020
126960,135122,漲升股利150報酬指數,"6,337.99",+,127.16,2.05,,,20200406,2020
126961,135123,漲升股利100報酬指數,"6,385.63",+,145.12,2.33,,,20200406,2020
126962,135124,藍籌30報酬指數,"5,914.15",+,114.64,1.98,,,20200406,2020
126963,135125,工業菁英30報酬指數,"6,188.80",+,147.40,2.44,,,20200406,2020
126964,135126,電子菁英30報酬指數,"6,412.18",+,138.29,2.20,,,20200406,2020
126965,135127,低波動股利精選30報酬指數,"5,987.82",+,85.61,1.45,,,20200406,2020
126966,135128,低貝塔100報酬指數,"5,963.24",+,58.87,1.00,,,20200406,2020
126967,135129,中小型精選50報酬指數,"5,730.55",+,91.16,1.62,,,20200406,2020
126968,135130,中小型A級動能50報酬指數,"6,833.30",+,172.78,2.59,,,20200406,2020
126969,135131,特選高息低波報酬指數,"5,479.20",+,62.15,1.15,,,20200406,2020
126970,135132,臺灣永續報酬指數,"5,585.51",+,78.89,1.43,,,20200406,2020
126971,135133,特選內需高收益報酬指數,"5,733.22",+,76.86,1.36,,,20200406,2020
126972,135134,價值投資報酬指數,"5,729.70",+,107.69,1.92,,,20200406,2020
126973,135135,存股雙十等權重報酬指數,"4,758.44",+,103.83,2.23,,,20200406,2020
126974,135136,特選大蘋果報酬指數,"5,314.09",+,119.77,2.31,,,20200406,2020
126975,135137,中小型300報酬指數,"5,231.27",+,75.75,1.47,,,20200406,2020
126976,135138,特股高息20報酬指數,"5,192.37",+,45.51,0.88,,,20200406,2020
126977,135139,臺灣500報酬指數,"5,284.06",+,84.58,1.63,,,20200406,2020
126978,135140,特選外資豐擁50報酬指數,"5,331.20",+,94.82,1.81,,,20200406,2020
126979,135141,臺灣勞工權益報酬指數,"4,983.57",+,79.61,1.62,,,20200406,2020
126980,135142,微波高息精選20報酬指數,"4,464.03",+,89.61,2.05,,,20200406,2020
126981,135143,特選世代行動通訊報酬指數,"4,208.63",+,80.80,1.96,,,20200406,2020
126982,135144,智慧投資多因子30報酬指數,"4,407.55",+,71.14,1.64,,,20200406,2020
126983,135145,特選大蘋果報酬正向兩倍指數,"6,405.87",+,282.39,4.61,,,20200406,2020
126984,135146,特選大蘋果報酬反向一倍指數,"11,825.73",-,279.11,-2.31,,,20200406,2020
126985,135147,特選價值成長報酬指數,"4,020.66",+,41.84,1.05,,,20200406,2020
126986,135148,寶島股價指數,"11,394.41",+,203.88,1.82,,,20200407,2020
126987,135149,發行量加權股價指數,"9,996.39",+,177.65,1.81,,,20200407,2020
126988,135150,臺灣公司治理100指數,"5,761.50",+,101.54,1.79,,,20200407,2020
126989,135151,臺灣50指數,"7,809.36",+,141.94,1.85,,,20200407,2020
126990,135152,臺灣50權重上限30%指數,"7,665.66",+,126.88,1.68,,,20200407,2020
126991,135153,臺灣中型100指數,"7,299.99",+,113.27,1.58,,,20200407,2020
126992,135154,臺灣資訊科技指數,"11,481.45",+,255.83,2.28,,,20200407,2020
126993,135155,臺灣發達指數,"7,119.29",+,109.71,1.57,,,20200407,2020
126994,135156,臺灣高股息指數,"5,888.74",+,82.34,1.42,,,20200407,2020
126995,135157,臺灣就業99指數,"5,664.66",+,96.68,1.74,,,20200407,2020
126996,135158,臺灣高薪100指數,"5,413.21",+,71.77,1.34,,,20200407,2020
126997,135159,未含金融指數,"8,479.80",+,163.62,1.97,,,20200407,2020
126998,135160,未含電子指數,"12,407.20",+,157.86,1.29,,,20200407,2020
126999,135161,未含金融電子指數,"10,187.17",+,152.39,1.52,,,20200407,2020
127000,135162,小型股300指數,"5,570.77",+,114.72,2.10,,,20200407,2020
127001,135163,水泥窯製類指數,531.30,+,11.38,2.19,,,20200407,2020
127002,135164,塑膠化工類指數,673.87,+,14.20,2.15,,,20200407,2020
127003,135165,機電類指數,"2,493.99",+,52.78,2.16,,,20200407,2020
127004,135166,水泥類指數,151.31,+,3.14,2.12,,,20200407,2020
127005,135167,食品類指數,"1,667.40",+,3.08,0.19,,,20200407,2020
127006,135168,塑膠類指數,206.10,+,4.96,2.47,,,20200407,2020
127007,135169,紡織纖維類指數,407.03,+,10.20,2.57,,,20200407,2020
127008,135170,電機機械類指數,157.41,+,2.02,1.30,,,20200407,2020
127009,135171,電器電纜類指數,39.54,+,0.61,1.57,,,20200407,2020
127010,135172,化學生技醫療類指數,82.49,+,0.81,0.99,,,20200407,2020
127011,135173,化學類指數,86.11,+,1.34,1.58,,,20200407,2020
127012,135174,生技醫療類指數,54.35,+,0.21,0.39,,,20200407,2020
127013,135175,玻璃陶瓷類指數,21.38,+,0.65,3.14,,,20200407,2020
127014,135176,造紙類指數,176.90,-,0.17,-0.10,,,20200407,2020
127015,135177,鋼鐵類指數,83.37,+,0.43,0.52,,,20200407,2020
127016,135178,橡膠類指數,202.51,+,4.91,2.48,,,20200407,2020
127017,135179,汽車類指數,255.35,+,1.41,0.56,,,20200407,2020
127018,135180,電子工業類指數,446.00,+,9.55,2.19,,,20200407,2020
127019,135181,半導體類指數,189.84,+,5.27,2.86,,,20200407,2020
127020,135182,電腦及週邊設備類指數,94.86,+,0.46,0.49,,,20200407,2020
127021,135183,光電類指數,32.44,+,0.61,1.92,,,20200407,2020
127022,135184,通信網路類指數,117.44,+,0.77,0.66,,,20200407,2020
127023,135185,電子零組件類指數,95.23,+,2.51,2.71,,,20200407,2020
127024,135186,電子通路類指數,108.14,+,0.81,0.75,,,20200407,2020
127025,135187,資訊服務類指數,110.31,+,1.84,1.70,,,20200407,2020
127026,135188,其他電子類指數,70.30,+,1.09,1.57,,,20200407,2020
127027,135189,建材營造類指數,257.91,+,2.55,1.00,,,20200407,2020
127028,135190,航運類指數,50.18,+,0.69,1.39,,,20200407,2020
127029,135191,觀光類指數,71.46,+,1.21,1.72,,,20200407,2020
127030,135192,金融保險類指數,"1,128.00",+,9.05,0.81,,,20200407,2020
127031,135193,貿易百貨類指數,239.14,+,2.77,1.17,,,20200407,2020
127032,135194,油電燃氣類指數,105.77,+,1.37,1.31,,,20200407,2020
127033,135195,其他類指數,211.30,+,4.57,2.21,,,20200407,2020
127034,135196,臺指日報酬兩倍指數,"13,602.86",+,475.04,3.62,,,20200407,2020
127035,135197,臺指反向一倍指數,"7,450.51",-,137.29,-1.81,,,20200407,2020
127036,135198,電子類兩倍槓桿指數,"12,316.00",+,516.38,4.38,,,20200407,2020
127037,135199,電子類反向指數,"7,253.27",-,162.26,-2.19,,,20200407,2020
127038,135200,價格指數(跨市場),,,,,,,20200407,2020
127039,135202,臺灣生技指數,"3,475.75",+,46.82,1.37,,,20200407,2020
127040,135203,臺灣中小型公司治理指數,"4,961.98",+,35.37,0.72,,,20200407,2020
127041,135204,臺灣IPO指數,"4,754.65",+,130.14,2.81,,,20200407,2020
127042,135205,智慧中立指數,"4,957.93",-,4.16,-0.08,,,20200407,2020
127043,135206,價格指數(臺灣指數公司),,,,,,,20200407,2020
127044,135208,金融類日報酬兩倍指數,"15,102.60",+,240.41,1.62,,,20200407,2020
127045,135209,金融類日報酬反向一倍指數,"7,270.21",-,59.28,-0.81,,,20200407,2020
127046,135210,漲升股利150指數,"5,455.35",+,108.79,2.03,,,20200407,2020
127047,135211,漲升股利100指數,"5,485.19",+,113.53,2.11,,,20200407,2020
127048,135212,藍籌30指數,"5,282.02",+,90.95,1.75,,,20200407,2020
127049,135213,工業菁英30指數,"5,546.93",+,121.51,2.24,,,20200407,2020
127050,135214,電子菁英30指數,"5,774.64",+,101.05,1.78,,,20200407,2020
127051,135215,低波動股利精選30指數,"5,279.36",+,40.63,0.78,,,20200407,2020
127052,135216,低貝塔100指數,"5,266.43",+,37.87,0.72,,,20200407,2020
127053,135217,藍籌30反向一倍指數,"8,753.52",-,156.10,-1.75,,,20200407,2020
127054,135218,中小型精選50指數,"5,017.86",+,74.50,1.51,,,20200407,2020
127055,135219,中小型A級動能50指數,"6,414.91",+,133.92,2.13,,,20200407,2020
127056,135220,特選高息低波指數,"4,757.47",+,42.24,0.90,,,20200407,2020
127057,135221,臺灣永續指數,"4,988.15",+,78.61,1.60,,,20200407,2020
127058,135222,工業菁英30反向一倍指數,"9,585.09",-,219.59,-2.24,,,20200407,2020
127059,135223,特選內需高收益指數,"5,197.51",+,47.50,0.92,,,20200407,2020
127060,135224,價值投資指數,"5,216.16",+,164.33,3.25,,,20200407,2020
127061,135225,中小型300指數,"5,110.07",+,94.81,1.89,,,20200407,2020
127062,135226,臺灣勞工權益指數,"4,820.56",+,68.19,1.43,,,20200407,2020
127063,135227,智慧投資多因子30指數,"4,459.99",+,60.33,1.37,,,20200407,2020
127064,135228,臺股期貨指數,"4,356.33",+,74.52,1.74,,,20200407,2020
127065,135231,寶島股價報酬指數,"14,351.50",+,256.79,1.82,,,20200407,2020
127066,135232,發行量加權股價報酬指數,"18,688.58",+,332.13,1.81,,,20200407,2020
127067,135233,臺灣公司治理100報酬指數,"7,113.79",+,125.37,1.79,,,20200407,2020
127068,135234,臺灣50報酬指數,"14,807.78",+,269.14,1.85,,,20200407,2020
127069,135235,臺灣50權重上限30%報酬指數,"14,519.35",+,240.32,1.68,,,20200407,2020
127070,135236,臺灣中型100報酬指數,"12,724.62",+,197.45,1.58,,,20200407,2020
127071,135237,臺灣資訊科技股報酬指數,"20,719.42",+,461.67,2.28,,,20200407,2020
127072,135238,臺灣發達報酬指數,"12,096.21",+,186.41,1.57,,,20200407,2020
127073,135239,臺灣高股息報酬指數,"13,260.74",+,185.42,1.42,,,20200407,2020
127074,135240,臺灣就業99報酬指數,"7,837.56",+,133.77,1.74,,,20200407,2020
127075,135241,臺灣高薪100報酬指數,"6,798.63",+,90.15,1.34,,,20200407,2020
127076,135242,未含金融電子報酬指數,"19,198.69",+,287.19,1.52,,,20200407,2020
127077,135243,小型股300報酬指數,"6,568.72",+,135.28,2.10,,,20200407,2020
127078,135244,水泥類報酬指數,253.36,+,5.25,2.12,,,20200407,2020
127079,135245,食品類報酬指數,"2,323.96",+,4.29,0.18,,,20200407,2020
127080,135246,塑膠類報酬指數,324.89,+,7.82,2.47,,,20200407,2020
127081,135247,紡織纖維類報酬指數,595.99,+,14.94,2.57,,,20200407,2020
127082,135248,電機機械類報酬指數,221.88,+,2.84,1.30,,,20200407,2020
127083,135249,電器電纜類報酬指數,53.84,+,0.84,1.58,,,20200407,2020
127084,135250,化學生技醫療類報酬指數,118.61,+,1.16,0.99,,,20200407,2020
127085,135251,化學類報酬指數,130.56,+,2.04,1.59,,,20200407,2020
127086,135252,生技醫療類報酬指數,71.68,+,0.27,0.38,,,20200407,2020
127087,135253,玻璃陶瓷類報酬指數,24.46,+,0.74,3.12,,,20200407,2020
127088,135254,造紙類報酬指數,246.45,-,0.24,-0.10,,,20200407,2020
127089,135255,鋼鐵類報酬指數,124.21,+,0.65,0.53,,,20200407,2020
127090,135256,橡膠類報酬指數,295.32,+,7.16,2.48,,,20200407,2020
127091,135257,汽車類報酬指數,370.64,+,2.05,0.56,,,20200407,2020
127092,135258,電子工業類報酬指數,764.09,+,16.36,2.19,,,20200407,2020
127093,135259,半導體類報酬指數,311.16,+,8.64,2.86,,,20200407,2020
127094,135260,電腦及週邊設備類報酬指數,176.90,+,0.86,0.49,,,20200407,2020
127095,135261,光電類報酬指數,43.56,+,0.82,1.92,,,20200407,2020
127096,135262,通信網路類報酬指數,221.90,+,1.46,0.66,,,20200407,2020
127097,135263,電子零組件類報酬指數,160.95,+,4.23,2.70,,,20200407,2020
127098,135264,電子通路類報酬指數,214.75,+,1.60,0.75,,,20200407,2020
127099,135265,資訊服務類報酬指數,218.29,+,3.65,1.70,,,20200407,2020
127100,135266,其他電子類報酬指數,99.63,+,1.54,1.57,,,20200407,2020
127101,135267,建材營造類報酬指數,446.18,+,4.41,1.00,,,20200407,2020
127102,135268,航運類報酬指數,67.79,+,0.93,1.39,,,20200407,2020
127103,135269,觀光類報酬指數,91.92,+,1.56,1.73,,,20200407,2020
127104,135270,金融保險類報酬指數,"1,721.73",+,13.82,0.81,,,20200407,2020
127105,135271,貿易百貨類報酬指數,341.81,+,3.96,1.17,,,20200407,2020
127106,135272,油電燃氣類報酬指數,153.99,+,2.00,1.32,,,20200407,2020
127107,135273,其他類報酬指數,325.40,+,7.03,2.21,,,20200407,2020
127108,135276,臺灣生技報酬指數,"3,654.08",+,49.23,1.37,,,20200407,2020
127109,135277,臺灣中小型公司治理報酬指數,"5,702.14",+,40.65,0.72,,,20200407,2020
127110,135278,臺灣IPO報酬指數,"5,059.42",+,138.49,2.81,,,20200407,2020
127111,135279,智慧中立報酬指數,"4,967.18",-,4.09,-0.08,,,20200407,2020
127112,135280,加權指數掩護性臺指買權價外5%報酬指數,"4,255.75",+,35.33,0.84,,,20200407,2020
127113,135281,臺灣5G報酬指數,"4,474.00",+,91.26,2.08,,,20200407,2020
127114,135284,漲升股利150報酬指數,"6,466.96",+,128.97,2.03,,,20200407,2020
